Timothy,West,Athéna
Laura,Howell,Dafnée
Billy,Frazier,Estée
Randy,Wagner,Andréa
Ruth,Collins,Clélia
Elizabeth,Campbell,Laurélie
Brenda,Nichols,Pénélope
Janice,Carter,Judicaël
Andrea,Clark,Méng
Ernest,Ryan,Léa
Ruth,Freeman,Alizée
Elizabeth,Morrison,Alizée
Evelyn,Sims,Eléa
Peter,Little,Géraldine
Phillip,Carr,Maëlann
Willie,Burns,Sòng
Bobby,Boyd,Mélina
Kenneth,Andrews,Aí
Steven,Andrews,Marie-françoise
Elizabeth,Phillips,Bérengère
Joseph,Washington,Eliès
Jacqueline,Franklin,Aí
Ryan,Reyes,Yú
Henry,Butler,Réjane
Christina,Rodriguez,Sòng
Scott,Griffin,Thérèse
John,Burke,Estée
Michael,Mccoy,Océane
Shirley,Jackson,Estève
Julie,Phillips,Hélène
Janet,Watson,Mahélie
Angela,Lawson,Alizée
Richard,Frazier,Josée
Lois,Wood,Léonie
